Local authority code,Local authority name,LSOA code,LSOA name,median_house_price,Employment (walking),Education (walking),Healthcare (walking),Leisure and Community (walking),Shopping (walking),Residential (walking),Overall (walking),Employment (cycling),Education (cycling),Healthcare (cycling),Leisure and Community (cycling),Shopping (cycling),Residential (cycling),Overall (cycling),Business (public transport),Education (public transport),Healthcare (public transport),Leisure and Community (public transport),Shopping (public transport),Residential (public transport),Overall (public transport),Employment (driving),Education (driving),Healthcare (driving),Leisure and Community (driving),Shopping (driving),Residential (driving),Overall (driving),Employment (overall),Education (overall),Healthcare (overall),Leisure and Community (overall),Shopping (overall),Residential (overall),Overall,Index of Multiple Deprivation (IMD) Score,Income Score (rate),Employment Score (rate),"Education, Skills and Training Score",Health Deprivation and Disability Score,Crime Score,Barriers to Housing and Services Score,Living Environment Score,Income Deprivation Affecting Children Index (IDACI) Score (rate),Income Deprivation Affecting Older People (IDAOPI) Score (rate),Children and Young People Sub-domain Score,Adult Skills Sub-domain Score,Geographical Barriers Sub-domain Score,Wider Barriers Sub-domain Score,Indoors Sub-domain Score,Outdoors Sub-domain Score
E08000036,Wakefield,E01011810,Wakefield 010D,155000,40.98,45.76,39.7,41.54,56.43,55.42,49.74,51.47,64.96,53.05,49.24,72.5,62.19,57.99,44.08,53.47,47.49,43.88,56.25,49.35,49.51,80.53,73.49,76.49,71.43,88.54,88.78,82.28,44.63,50.34,44.6,43.28,57.23,53.55,50.36,29.862,0.308,0.165,40.7,0.541,0.481,34.294,9.222,0.511,0.17,0.829,0.354,49.37,1.698,-0.262,-0.526
E08000036,Wakefield,E01011811,Wakefield 011E,133000,45.0,60.28,47.91,37.2,64.13,62.04,56.75,54.42,72.87,60.86,52.75,78.03,65.99,62.32,48.53,62.72,55.92,47.24,66.77,53.23,56.27,81.63,75.88,80.4,72.04,87.76,89.87,83.01,48.8,62.33,52.95,43.33,66.25,58.71,57.04,66.992,0.588,0.356,81.603,1.68,1.645,28.946,7.036,0.76,0.338,1.881,0.489,42.735,1.466,-0.361,-0.707
E08000036,Wakefield,E01011812,Wakefield 013B,157000,48.85,49.3,43.59,45.56,64.46,65.86,56.16,60.33,62.49,58.17,61.66,75.96,70.52,64.96,57.12,63.47,53.07,52.69,62.15,57.73,58.95,83.86,80.62,75.21,78.29,89.28,91.61,85.77,55.99,56.35,49.46,50.31,63.97,62.93,58.42,5.309,0.075,0.061,10.613,-0.585,-0.588,15.226,1.9,0.113,0.067,-1.16,0.243,41.496,-3.993,-1.012,-0.712
E08000036,Wakefield,E01011813,Wakefield 016A,185000,44.91,52.01,51.79,50.53,72.78,66.54,60.11,60.13,61.61,58.73,60.83,77.43,70.55,64.88,58.85,66.58,58.94,56.89,68.93,59.73,62.77,83.14,77.02,72.94,76.57,87.71,90.89,84.19,56.2,59.05,56.17,54.45,71.19,64.18,61.98,42.335,0.443,0.233,56.625,1.487,0.925,17.446,3.14,0.562,0.453,1.243,0.409,38.002,-0.936,-0.589,-1.361
E08000036,Wakefield,E01011814,Wakefield 016B,160377.5,44.73,56.9,61.26,55.42,81.03,67.2,65.17,60.65,64.42,66.71,65.23,85.21,71.15,67.66,62.79,72.58,69.37,65.69,79.85,63.34,69.83,83.38,79.6,79.33,78.8,92.17,91.15,86.65,58.75,64.33,66.15,61.22,80.77,66.22,67.92,41.008,0.369,0.232,51.937,1.11,1.508,16.551,21.563,0.623,0.233,1.092,0.398,32.046,0.21,0.245,-0.117
E08000036,Wakefield,E01011815,Wakefield 016C,205000,38.37,24.77,26.39,33.65,48.39,60.32,39.92,61.16,50.28,47.92,53.99,66.72,71.0,60.79,60.16,57.05,52.47,54.96,62.16,61.44,59.45,82.47,68.48,72.7,76.22,85.05,90.34,82.21,55.72,40.07,41.36,45.69,56.3,62.17,51.85,41.096,0.371,0.256,42.819,0.977,1.254,24.719,25.062,0.764,0.281,1.046,0.341,48.044,-0.939,0.304,0.154
E08000036,Wakefield,E01011816,Wakefield 016D,133000,41.23,42.24,41.82,43.93,67.18,64.48,53.5,60.45,59.77,57.55,59.65,79.23,70.87,64.88,59.41,63.62,56.5,57.14,68.15,60.85,62.29,83.02,75.55,75.51,77.99,90.01,90.82,85.11,55.78,52.56,50.52,51.63,68.37,63.78,59.09,45.436,0.447,0.23,78.922,1.044,1.06,19.618,7.332,0.753,0.371,1.818,0.473,40.939,-0.963,-0.297,-0.951
E08000036,Wakefield,E01011817,Wakefield 024E,126200,33.18,47.56,25.38,34.95,40.3,58.96,42.99,60.13,65.74,45.25,51.05,60.01,70.93,60.82,59.73,64.16,51.68,54.53,58.57,62.06,59.55,82.25,80.49,73.43,77.38,84.3,90.27,83.48,54.14,55.9,40.4,45.81,50.52,61.84,53.14,31.501,0.348,0.2,29.268,0.936,0.44,23.202,20.223,0.547,0.294,0.454,0.306,46.713,-1.23,0.252,-0.357
E08000036,Wakefield,E01011818,Wakefield 024F,165000,32.79,49.12,27.75,36.34,41.3,57.46,43.84,59.17,66.63,44.58,48.9,59.07,70.24,59.94,58.11,63.41,49.91,52.23,55.04,60.91,57.51,81.71,79.16,72.37,76.76,83.04,89.82,82.61,52.88,56.44,40.45,45.11,49.15,60.55,52.34,21.822,0.18,0.133,26.036,0.564,0.189,24.167,25.748,0.362,0.127,0.245,0.301,47.558,-1.034,0.419,-0.109
E08000036,Wakefield,E01011819,Wakefield 016E,162000,49.16,56.89,65.73,57.48,86.27,68.13,67.98,61.02,63.88,69.22,67.34,88.45,71.25,68.67,63.36,71.52,70.7,66.3,82.23,63.01,70.55,84.12,80.88,82.07,79.98,94.42,91.84,88.08,60.16,63.85,68.88,62.57,84.48,66.5,69.49,24.841,0.203,0.135,27.006,0.672,1.354,12.536,21.746,0.354,0.104,0.166,0.318,30.503,-0.786,0.108,0.266
E08000036,Wakefield,E01011820,Wakefield 013C,129000,51.82,55.64,61.01,56.55,81.8,67.8,66.3,60.86,62.68,63.73,66.49,83.32,70.71,67.32,62.57,70.95,68.07,66.17,80.32,62.61,69.57,84.79,80.16,79.45,79.95,91.98,92.51,87.39,60.22,62.88,65.24,62.04,81.26,66.11,68.2,21.065,0.195,0.112,32.001,0.53,0.547,9.406,28.518,0.355,0.162,0.345,0.342,31.714,-2.712,0.413,0.246
E08000036,Wakefield,E01011821,Wakefield 013D,195000,49.87,58.91,58.24,54.73,78.62,67.5,65.5,60.73,65.85,65.65,66.94,84.56,70.96,68.02,60.6,70.85,64.14,61.68,74.96,60.91,66.6,84.24,82.21,79.24,79.81,92.51,91.98,87.53,58.51,64.72,62.0,59.09,77.2,65.2,66.39,23.606,0.194,0.173,26.327,0.808,0.757,12.357,10.574,0.237,0.165,-0.042,0.331,33.631,-1.739,-0.296,-0.189
E08000036,Wakefield,E01011822,Wakefield 016F,130000,47.5,62.47,65.47,58.87,87.01,68.65,69.77,61.28,67.71,70.32,68.92,91.09,71.85,70.07,63.0,74.22,70.6,66.45,82.35,63.13,70.96,84.0,85.42,81.34,81.43,94.89,91.76,88.94,59.59,68.13,68.76,63.37,85.0,66.84,70.53,27.614,0.226,0.14,37.695,0.543,1.04,11.639,41.393,0.355,0.12,0.771,0.339,29.451,-0.89,0.925,-0.205
E08000036,Wakefield,E01011823,Wakefield 021A,177500,49.24,41.64,35.6,49.89,62.44,69.42,54.4,67.02,67.31,61.7,71.91,75.96,76.49,70.81,63.4,65.92,55.46,62.62,67.84,64.31,64.92,85.65,81.22,82.49,86.43,90.91,93.27,89.03,61.05,53.63,47.44,57.84,65.92,68.13,61.29,19.827,0.183,0.118,24.058,0.642,0.256,17.075,22.886,0.261,0.171,0.341,0.27,38.801,-1.351,0.046,0.52
E08000036,Wakefield,E01011824,Wakefield 021B,205000,50.19,45.95,42.16,52.17,72.97,70.18,59.56,66.6,70.62,64.73,73.93,83.05,76.25,72.59,64.43,69.4,62.08,65.68,76.5,65.35,68.84,84.95,78.19,81.92,84.61,91.94,92.57,88.35,61.86,57.55,53.94,60.49,75.36,68.94,65.55,31.215,0.342,0.181,37.99,1.054,0.86,12.586,12.292,0.414,0.415,0.888,0.325,34.544,-1.967,-0.293,0.034
E08000036,Wakefield,E01011825,Wakefield 021C,200000,50.06,50.2,46.85,51.83,76.85,69.79,61.92,65.7,71.65,64.24,71.21,82.84,75.44,71.79,63.23,68.3,63.45,63.31,78.08,64.18,68.27,84.82,78.33,81.86,83.93,92.48,92.41,88.32,60.93,59.37,56.68,58.96,77.89,68.15,66.13,10.589,0.131,0.078,11.334,-0.024,-0.158,12.033,18.627,0.186,0.161,-0.509,0.22,33.873,-1.995,0.126,-0.171
E08000036,Wakefield,E01011826,Wakefield 021D,205000,50.37,48.53,49.28,53.96,76.6,71.1,62.06,66.02,71.3,68.1,73.37,82.08,75.87,72.21,63.55,68.78,64.51,65.26,77.66,64.63,68.72,84.97,80.19,87.2,86.81,94.76,92.56,90.12,61.25,58.68,58.43,61.01,77.53,68.99,66.46,9.374,0.127,0.081,10.732,-0.109,-0.226,11.011,9.456,0.205,0.073,-0.432,0.207,33.603,-2.48,-0.396,-0.143
E08000036,Wakefield,E01011827,Wakefield 021E,245000,50.06,54.36,41.26,46.22,74.16,69.43,60.97,65.04,73.17,56.59,65.42,80.35,74.65,70.16,59.37,69.03,57.23,58.1,75.04,60.69,65.1,85.12,80.02,77.47,80.61,92.09,92.63,87.54,58.36,61.95,50.64,53.53,75.02,66.28,63.96,10.104,0.089,0.08,11.181,0.098,-0.068,13.25,17.137,0.136,0.09,-0.768,0.234,35.715,-2.075,-0.231,0.46
E08000036,Wakefield,E01011828,Wakefield 021F,187500,50.57,60.15,51.71,54.6,85.44,70.49,67.98,65.64,77.51,65.24,71.85,88.03,75.42,73.53,62.68,74.21,68.72,67.22,86.47,63.88,72.01,85.03,81.91,83.37,85.4,95.45,92.6,90.03,60.69,67.43,61.64,62.13,86.22,68.32,70.65,12.764,0.123,0.088,13.472,-0.137,0.22,9.576,30.8,0.201,0.063,-0.307,0.227,29.19,-1.723,0.506,0.24
E08000036,Wakefield,E01011829,Wakefield 025A,200000,47.82,76.92,40.08,53.1,71.44,68.81,67.06,63.92,85.51,57.33,68.95,77.48,74.01,71.39,57.35,75.24,55.44,60.58,73.18,59.82,65.3,83.84,86.13,80.85,83.68,91.81,91.42,88.49,56.41,77.1,49.19,58.0,72.73,65.54,66.6,11.605,0.104,0.084,8.484,0.203,-0.031,14.661,24.956,0.154,0.079,-0.576,0.191,33.302,-0.669,0.404,-0.169
E08000036,Wakefield,E01011830,Wakefield 025B,196500,49.96,72.13,52.92,57.05,87.99,70.89,72.42,65.22,84.58,65.99,73.77,89.42,75.24,74.84,60.76,76.72,67.16,67.18,87.0,62.33,71.79,84.44,84.38,84.6,86.06,95.76,92.01,90.37,59.26,75.17,61.34,63.31,87.7,67.77,72.4,25.478,0.21,0.18,14.958,0.906,1.033,7.087,27.288,0.233,0.199,-0.792,0.276,27.512,-2.634,0.135,0.761
E08000036,Wakefield,E01011831,Wakefield 025C,150000,50.18,60.39,54.17,56.35,85.65,71.11,68.54,65.73,79.32,68.21,75.5,88.47,75.7,74.55,61.87,72.15,69.14,67.16,85.29,63.3,71.08,84.37,81.82,86.59,87.23,95.41,92.0,90.34,60.09,66.77,63.03,63.14,85.74,68.36,70.46,24.17,0.271,0.168,22.263,0.578,0.683,10.334,19.783,0.423,0.234,0.113,0.279,29.488,-1.446,0.184,-0.185
E08000036,Wakefield,E01011832,Wakefield 025D,160000,50.2,71.06,48.14,54.22,82.87,71.12,69.97,65.34,83.6,62.34,71.55,86.81,75.25,73.91,60.72,76.38,64.02,65.52,83.37,62.19,70.41,84.89,83.94,81.42,83.99,95.03,92.43,89.66,59.3,74.41,57.47,61.11,83.45,67.81,70.63,25.007,0.253,0.157,28.009,0.92,0.286,11.036,26.615,0.379,0.202,0.058,0.337,29.223,-1.084,0.273,0.4
E08000036,Wakefield,E01011833,Wakefield 025E,252000,48.74,57.57,50.33,53.72,80.65,69.5,65.3,64.62,76.57,62.92,70.74,82.69,74.5,71.77,59.09,68.71,64.03,63.13,80.37,61.25,67.41,83.68,77.62,83.26,83.86,92.33,91.31,87.86,57.83,63.67,58.43,59.65,80.73,66.57,67.03,11.135,0.123,0.105,9.329,-0.044,-0.018,11.132,12.245,0.165,0.076,-0.795,0.215,32.887,-2.11,-0.17,-0.251
E08000036,Wakefield,E01011834,Wakefield 015A,180000,48.88,42.21,62.32,57.75,70.37,68.41,59.22,59.15,59.86,67.2,70.58,77.54,71.47,66.02,53.82,59.2,64.92,59.36,70.89,58.31,61.0,83.62,73.42,84.66,83.08,89.62,91.56,86.55,53.72,50.66,64.23,59.53,71.1,64.45,60.79,23.908,0.257,0.146,25.905,1.026,0.526,15.575,5.205,0.437,0.206,0.382,0.283,39.062,-2.184,-0.811,-0.203
E08000036,Wakefield,E01011835,Wakefield 012A,185000,44.36,41.31,35.8,40.12,57.1,67.37,50.08,57.12,59.25,58.61,58.79,71.54,69.82,61.88,51.09,60.25,57.9,52.34,66.65,56.58,57.75,82.2,74.1,84.37,78.73,89.67,90.46,85.23,50.67,50.6,48.72,47.56,62.71,63.02,55.11,9.951,0.102,0.072,12.994,-0.001,-0.009,17.106,10.835,0.188,0.066,-0.714,0.251,44.737,-5.079,-0.953,0.529
E08000036,Wakefield,E01011836,Wakefield 012B,175000,48.12,43.4,60.12,54.72,74.52,70.14,60.22,58.03,60.39,68.49,66.28,79.66,70.85,65.23,55.09,66.31,70.05,62.05,79.21,59.61,65.42,82.51,76.34,87.71,81.48,91.9,90.72,86.97,54.21,54.35,66.09,59.21,77.25,65.79,63.44,20.287,0.226,0.131,26.292,0.527,0.335,11.963,15.439,0.419,0.108,0.345,0.292,36.483,-3.4,-0.178,0.188
E08000036,Wakefield,E01011837,Wakefield 015B,205000,50.44,57.81,90.83,71.69,85.48,70.96,72.04,58.39,69.43,85.12,74.46,86.55,70.93,69.35,53.87,72.93,80.5,67.99,84.59,59.03,68.81,82.16,81.24,93.84,82.08,92.49,90.45,87.98,53.99,65.23,85.54,70.09,85.22,65.9,70.26,34.172,0.326,0.209,28.577,0.819,1.66,13.48,23.402,0.552,0.179,-0.092,0.353,29.735,-0.299,0.155,0.334
E08000036,Wakefield,E01011838,Wakefield 015C,123625,51.1,55.13,88.83,71.19,88.3,71.65,72.15,59.01,67.2,80.32,75.37,87.85,71.62,69.66,58.08,71.08,82.53,70.82,88.58,61.68,71.53,82.95,77.99,93.42,85.19,95.51,91.06,89.43,56.92,62.91,85.6,71.33,88.55,67.51,71.75,47.106,0.36,0.283,43.985,1.702,1.764,12.33,27.046,0.436,0.359,0.879,0.372,28.234,-0.403,0.016,0.96
E08000036,Wakefield,E01011839,Wakefield 012C,205000,47.8,54.1,58.57,55.11,69.37,69.14,61.43,57.22,67.54,66.78,64.86,76.75,69.76,65.01,51.39,64.94,61.35,55.57,69.03,56.32,59.86,81.86,78.41,85.8,79.52,89.95,90.19,85.89,51.65,59.76,60.68,56.09,69.67,63.7,61.0,18.173,0.198,0.119,24.708,0.376,0.615,13.324,4.218,0.372,0.089,0.447,0.263,38.976,-3.971,-1.015,-0.231
E08000036,Wakefield,E01011840,Wakefield 018A,136500,50.19,55.36,88.5,71.06,83.26,70.85,70.47,58.05,68.98,81.9,74.5,84.23,70.7,68.69,54.25,69.99,79.4,67.24,83.02,59.06,67.88,81.91,80.08,93.17,82.9,92.49,90.25,87.92,54.13,62.66,83.83,69.45,83.32,65.85,69.09,31.41,0.322,0.199,46.065,0.949,0.705,10.989,11.093,0.466,0.29,0.97,0.375,30.923,-1.541,-0.297,-0.111
E08000036,Wakefield,E01011841,Wakefield 015D,211500,50.49,56.7,79.34,68.94,79.38,68.52,68.73,59.93,71.19,75.6,77.79,83.91,71.95,70.3,55.71,69.6,74.9,67.73,81.05,59.81,67.72,83.39,78.61,86.38,84.02,91.16,91.33,87.75,55.4,63.31,77.24,69.03,80.57,65.24,68.44,15.059,0.144,0.112,8.18,0.519,0.601,9.946,12.423,0.175,0.151,-1.298,0.219,31.472,-2.275,-0.247,-0.047
E08000036,Wakefield,E01011842,Wakefield 015E,152500,49.12,59.35,67.93,66.27,78.87,68.0,68.1,59.67,75.44,74.22,76.49,86.09,71.9,70.88,54.95,74.4,72.03,65.87,81.64,59.71,68.03,82.48,82.19,87.21,83.18,94.01,90.65,88.53,54.57,66.98,70.73,66.86,80.74,64.95,68.4,54.557,0.497,0.341,50.821,1.707,1.52,16.191,13.19,0.646,0.358,0.572,0.449,31.505,0.206,-0.163,-0.127
E08000036,Wakefield,E01011843,Wakefield 012D,155000,44.3,40.63,32.55,41.28,58.95,68.04,50.59,57.51,58.62,57.01,59.14,72.66,70.46,62.24,51.71,61.96,58.9,54.41,68.58,57.34,59.15,81.9,73.42,80.96,77.16,87.85,90.1,84.0,51.11,50.94,47.81,49.11,64.56,63.74,56.07,30.167,0.303,0.193,40.696,0.77,0.957,19.139,2.913,0.489,0.168,0.811,0.356,44.275,-2.423,-0.753,-0.748
E08000036,Wakefield,E01011844,Wakefield 012E,212500,46.48,35.9,44.66,47.85,60.23,68.41,51.7,58.32,54.7,61.12,63.65,71.99,70.95,62.79,52.35,57.69,58.13,54.53,64.7,57.54,57.64,83.04,73.24,84.02,81.71,89.0,91.06,85.83,52.12,46.42,52.75,52.35,63.15,64.04,55.78,7.06,0.081,0.067,7.973,0.105,-0.959,16.996,4.443,0.115,0.07,-1.146,0.213,44.137,-4.377,-0.835,-0.308
E08000036,Wakefield,E01011845,Wakefield 023A,265000,42.75,45.2,39.74,38.34,51.55,64.1,48.75,56.96,65.84,63.69,60.1,67.93,69.21,62.35,49.68,65.97,57.33,50.54,60.65,55.82,56.4,81.58,80.93,82.01,76.14,86.52,89.96,84.15,49.39,55.44,50.3,46.01,57.02,61.12,53.91,3.479,0.045,0.054,3.444,-0.542,-1.326,17.971,0.815,0.077,0.024,-1.72,0.165,46.088,-5.323,-1.238,-0.968
E08000036,Wakefield,E01011846,Wakefield 023B,172500,47.97,59.18,71.37,60.2,71.87,68.51,64.93,58.38,73.36,76.72,72.08,79.92,70.78,68.25,52.2,73.84,70.75,61.74,75.59,57.74,64.71,82.3,84.88,88.62,81.34,91.12,90.61,87.6,52.37,66.54,71.61,61.87,74.25,64.17,65.19,14.16,0.147,0.107,7.827,0.378,0.229,12.001,19.951,0.265,0.07,-0.898,0.201,34.814,-2.413,0.068,0.156
E08000036,Wakefield,E01011847,Wakefield 023C,245000,47.53,57.18,62.87,57.4,70.41,67.64,62.96,58.76,74.67,75.28,71.71,81.33,71.19,68.79,53.19,74.19,68.13,60.74,75.49,58.53,64.85,82.0,85.12,85.69,79.52,90.47,90.28,86.78,52.96,65.71,66.49,60.14,73.61,64.17,64.52,6.127,0.054,0.07,4.497,-0.361,-0.416,10.64,17.662,0.085,0.044,-1.528,0.177,35.5,-4.038,0.04,-0.057
E08000036,Wakefield,E01011848,Wakefield 023D,260000,43.11,50.39,48.09,46.92,52.14,64.55,52.3,56.71,67.23,66.89,65.12,69.24,69.0,63.48,47.98,66.11,56.44,51.51,57.85,53.82,55.14,81.8,82.95,83.67,78.55,86.65,90.16,85.07,48.34,58.3,53.53,50.57,55.94,60.38,54.77,8.281,0.087,0.082,5.621,-0.239,-0.126,18.932,7.181,0.166,0.05,-0.904,0.173,45.216,-3.055,-0.422,-0.468
E08000036,Wakefield,E01011849,Wakefield 034E,337500,28.08,21.21,5.17,21.04,20.99,44.82,24.63,52.39,43.16,29.07,37.97,41.62,63.8,48.29,34.91,37.79,19.86,26.28,25.96,40.7,31.86,82.24,67.44,64.86,68.89,75.96,90.61,77.47,36.01,29.59,13.98,24.92,24.55,44.79,30.34,15.43,0.103,0.087,8.223,-0.229,0.289,33.895,31.144,0.152,0.087,-0.976,0.21,69.596,-2.558,0.593,-0.013
E08000036,Wakefield,E01011850,Wakefield 018B,165000,48.59,59.24,76.83,65.21,75.34,69.87,67.33,57.61,70.61,77.37,72.7,82.43,70.29,68.02,51.79,69.25,71.18,62.17,74.92,56.98,63.66,81.9,80.74,89.81,82.07,91.47,90.22,87.34,52.13,64.47,74.22,64.29,75.6,64.39,65.58,50.663,0.514,0.272,66.983,1.303,1.439,13.969,8.785,0.683,0.408,1.372,0.46,34.377,-1.252,-0.554,0.023
E08000036,Wakefield,E01011851,Wakefield 023E,151500,50.8,64.44,83.56,73.7,86.04,70.35,74.05,59.92,77.53,80.97,79.89,88.85,72.33,72.43,55.91,77.8,79.08,71.02,87.34,60.54,71.49,82.96,85.61,91.0,85.76,95.85,91.13,90.34,55.6,71.22,81.5,72.86,86.97,66.45,72.71,31.565,0.291,0.202,29.955,0.954,0.716,10.312,39.729,0.442,0.227,0.227,0.337,27.234,-0.947,0.669,0.674
E08000036,Wakefield,E01011852,Wakefield 018C,250000,45.03,55.3,54.82,54.0,57.69,66.5,57.28,56.66,68.05,67.84,66.96,72.93,69.11,64.5,48.32,65.93,58.55,54.01,60.47,53.97,56.37,81.75,81.13,84.7,79.69,87.41,90.1,85.38,48.98,60.84,57.6,55.0,59.93,61.34,57.48,42.057,0.45,0.248,48.114,0.939,1.454,20.306,7.017,0.617,0.375,1.074,0.376,42.443,-1.171,-0.634,-0.108
E08000036,Wakefield,E01011853,Wakefield 018D,168000,46.81,58.58,72.36,61.25,66.77,68.3,63.3,57.11,70.74,75.02,71.32,77.3,69.7,66.66,49.73,69.89,67.65,59.16,68.25,55.54,60.73,81.56,81.43,87.64,79.77,88.95,89.86,85.95,50.35,64.4,70.3,61.0,68.14,62.95,62.33,30.945,0.365,0.216,38.852,0.846,0.325,15.961,5.751,0.487,0.336,0.348,0.391,37.675,-1.463,-0.388,-1.111
E08000036,Wakefield,E01011854,Wakefield 041A,118000,32.89,34.39,19.37,31.47,49.47,51.65,40.46,50.7,51.3,33.52,53.61,65.39,62.33,55.0,43.13,44.41,32.27,37.69,50.48,45.7,44.37,80.69,73.75,62.78,77.15,82.65,89.53,81.29,42.11,39.77,26.94,36.23,50.84,50.13,43.73,36.296,0.338,0.218,49.153,1.008,0.719,31.11,3.338,0.465,0.224,1.252,0.357,56.08,-0.306,-0.583,-1.194
E08000036,Wakefield,E01011855,Wakefield 041B,175125,37.85,41.1,17.39,40.63,49.33,54.87,44.83,52.22,57.84,37.77,59.03,67.56,64.33,58.05,46.19,52.65,35.98,44.34,52.68,48.64,48.68,79.81,76.84,63.84,78.24,83.92,88.83,81.98,45.4,47.17,28.23,43.87,52.0,53.15,47.97,21.426,0.181,0.132,29.476,0.566,0.39,25.933,7.498,0.284,0.12,0.386,0.316,51.903,-1.43,-0.366,-0.564
E08000036,Wakefield,E01011856,Wakefield 041C,113000,32.67,33.56,18.76,31.28,48.85,51.38,39.94,50.67,50.98,33.25,53.32,64.59,62.33,54.76,44.18,47.03,34.5,39.81,52.38,46.92,46.14,80.68,74.87,63.65,77.62,83.34,89.54,81.75,42.73,40.44,27.86,37.16,51.48,50.57,44.43,36.3,0.252,0.22,50.301,0.833,1.279,29.468,13.972,0.389,0.174,1.152,0.38,55.58,-0.782,-0.089,-0.211
E08000036,Wakefield,E01011857,Wakefield 034F,281000,27.15,20.95,4.29,22.69,14.98,41.64,22.57,51.47,37.24,22.13,38.56,36.43,63.46,46.18,37.36,37.75,21.24,29.45,25.87,41.71,33.21,81.02,70.72,65.02,74.01,75.11,89.79,78.31,37.24,29.12,14.09,27.23,21.55,43.78,30.05,9.171,0.047,0.059,9.47,-0.657,-0.369,32.969,15.141,0.07,0.032,-0.417,0.19,68.875,-2.833,0.071,-0.6
E08000036,Wakefield,E01011858,Wakefield 041D,207500,39.56,28.11,11.95,34.54,42.54,54.13,38.16,52.78,55.06,37.27,56.13,64.98,64.89,57.07,46.47,49.53,32.52,41.73,48.27,48.46,46.57,80.11,76.97,66.01,78.76,84.62,89.19,82.54,46.03,38.86,24.01,39.73,46.61,52.77,44.13,21.918,0.191,0.136,23.044,0.439,0.65,27.429,11.73,0.254,0.223,-0.002,0.298,55.723,-1.685,-0.316,0.005
E08000036,Wakefield,E01011859,Wakefield 043A,132500,47.71,51.2,47.29,53.63,76.78,62.88,61.44,53.89,62.93,58.21,64.96,84.37,65.9,63.68,54.81,68.93,55.1,56.63,74.9,56.38,62.98,80.27,83.07,72.57,81.64,91.71,89.32,86.24,53.35,59.7,52.15,55.98,76.33,60.55,62.53,47.947,0.403,0.244,76.788,1.494,0.943,21.697,19.282,0.529,0.329,2.001,0.434,37.554,0.557,0.15,-0.149
E08000036,Wakefield,E01011860,Wakefield 044A,185000,46.47,45.04,46.85,52.07,76.02,61.03,58.89,53.68,60.53,58.5,63.67,85.35,65.58,63.19,55.06,66.48,55.96,56.59,75.44,56.75,62.84,80.39,81.52,74.47,82.62,93.53,89.43,86.96,53.21,55.29,52.43,55.18,76.31,59.85,61.4,17.523,0.166,0.119,29.799,0.481,-0.698,18.183,14.44,0.358,0.117,0.529,0.301,38.616,-0.841,-0.032,-0.318
E08000036,Wakefield,E01011861,Wakefield 044B,201500,42.46,39.61,50.06,54.55,78.29,60.11,58.02,53.14,56.46,58.89,62.07,85.28,65.05,62.09,54.5,63.61,56.94,57.07,76.15,56.57,62.47,79.78,78.04,74.06,81.72,93.6,88.9,86.19,51.88,51.0,54.36,56.37,77.69,59.31,60.77,18.57,0.179,0.128,32.105,0.165,0.199,18.422,9.875,0.297,0.141,0.665,0.304,39.377,-0.971,-0.22,-0.537
E08000036,Wakefield,E01011862,Wakefield 044C,156500,41.95,41.92,52.4,54.59,76.51,61.76,58.32,53.12,57.33,59.04,64.42,84.97,65.47,62.57,53.34,62.68,58.68,56.32,74.37,55.99,61.41,79.11,75.51,72.92,81.28,93.02,88.29,85.38,51.02,51.86,56.3,56.2,75.98,59.83,60.37,31.292,0.296,0.17,44.664,1.347,0.543,21.489,3.45,0.409,0.335,1.194,0.332,39.664,0.021,-0.69,-0.707
E08000036,Wakefield,E01011863,Wakefield 044D,145000,43.1,49.89,56.69,59.05,84.34,63.36,64.1,52.89,59.14,60.65,65.29,86.62,65.19,63.12,55.9,69.21,63.37,62.18,82.4,58.3,66.61,79.16,77.14,74.02,81.89,93.72,88.34,85.96,52.88,58.93,60.73,61.07,83.61,61.61,65.44,56.493,0.482,0.315,75.475,1.527,1.487,21.805,10.573,0.582,0.366,1.663,0.472,34.618,1.223,-0.204,-0.439
E08000036,Wakefield,E01011864,Wakefield 045A,155750,36.06,48.77,24.92,39.93,58.95,58.43,50.06,55.34,62.99,48.61,64.26,76.7,68.01,62.99,49.62,62.75,45.74,52.91,66.92,54.44,57.24,78.99,80.54,71.05,83.85,91.5,88.34,85.91,47.63,55.78,37.13,48.18,63.93,57.79,54.93,55.782,0.486,0.275,81.798,1.59,1.235,30.231,8.275,0.647,0.415,2.211,0.445,45.108,1.359,-0.45,-0.21
E08000036,Wakefield,E01011865,Wakefield 042D,170000,37.58,57.92,58.85,62.83,79.55,60.81,64.57,55.7,69.53,61.71,71.82,86.13,69.0,67.11,51.69,69.0,58.02,60.62,76.61,56.33,63.22,78.78,83.28,72.85,85.34,92.61,88.02,86.84,49.35,63.61,58.82,62.44,78.53,59.84,64.18,47.652,0.411,0.312,64.346,1.513,0.775,18.936,3.503,0.521,0.323,1.467,0.425,35.925,0.104,-0.615,-0.896
E08000036,Wakefield,E01011866,Wakefield 045B,157500,39.88,43.39,48.61,44.85,65.61,61.27,53.25,54.05,62.2,59.04,63.56,80.72,66.4,62.89,51.15,61.4,58.01,53.85,68.74,54.98,58.6,78.91,79.17,74.09,82.23,91.74,88.23,85.6,49.28,52.34,54.31,50.71,68.04,59.2,56.91,42.501,0.351,0.242,74.738,1.205,0.747,22.608,5.238,0.536,0.213,2.132,0.407,43.071,-0.491,-0.469,-0.822
